Taxonomy	Nextlevel	tax_compiled
Alveolate;	Other	Other Alveolate
Alveolate;Apicomplexa;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Chromeraceae;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Chromeraceae;Incertae sedis;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Chromeraceae;Incertae sedis;Chromera;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Chromeraceae;Incertae sedis;Chromera;Chromera velia;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Vitrellaceae;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Vitrellaceae;Incertae sedis;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Vitrellaceae;Incertae sedis;Vitrella;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Chromerida;Vitrellaceae;Incertae sedis;Vitrella;Vitrella brassicaformis;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Conoidasida;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Conoidasida;Incertae sedis;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Conoidasida;Incertae sedis;Incertae sedis;	Apicomplexa	Other Alveolate
Alveolate;Apicomplexa;Conoidasida;Incertae sedis;Incertae sedis;Lankesteria;	Apicomplexa	Other Alveolate
Alveolate;Ciliate;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Cyrtolophosidae;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Cyrtolophosidae;Aristerostoma;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Cyrtolophosidae;Aristerostoma;Aristerostoma sp.;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Platyophryidae;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophyra;	Ciliate	Ciliate
Alveolate;Ciliate;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophyra;Platyophrya macrostoma;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Blepharismidae;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Blepharismidae;Blepharisma;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Blepharismidae;Blepharisma;Blepharisma japonicum;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Climacostomidae;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Climacostomidae;Climacostomum;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Climacostomidae;Climacostomum;Climacostomum virens;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Climacostomidae;Fabrea;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Condylostomatidae;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Condylostomatidae;Condylostoma;	Ciliate	Ciliate
Alveolate;Ciliate;Heterotrichea;Heterotrichia;Condylostomatidae;Condylostoma;Condylostoma magnum;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;Mesodiniidae;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;Mesodiniidae;Mesodinium;Mesodinium pulex;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;Mesodiniidae;Myrionecta;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Cyclotrichiida;Mesodiniidae;Myrionecta;Myrionecta rubra;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Pleurostomatida;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Pleurostomatida;Litonotidae;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Pleurostomatida;Litonotidae;Litonotus;	Ciliate	Ciliate
Alveolate;Ciliate;Litostomatea;Pleurostomatida;Litonotidae;Litonotus;Litonotus pictus;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Peniculida;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Peniculida;Parameciidae;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;Paramecium tetraurelia;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Orchitophryidae;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Orchitophryidae;Anophryoides;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Orchitophryidae;Anophryoides;Anophryoides haemophila;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Uronematidae;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Philasterida;Uronematidae;Uronema;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Tetrahymenida;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Tetrahymenida;Tetrahymenidae;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Tetrahymenida;Tetrahymenidae;Tetrahymena;	Ciliate	Ciliate
Alveolate;Ciliate;Oligohymenophorea;Tetrahymenida;Tetrahymenidae;Tetrahymena;Tetrahymena thermophila;	Ciliate	Ciliate
Alveolate;Ciliate;Prostomatea;	Ciliate	Ciliate
Alveolate;Ciliate;Prostomatea;Prorodontida;	Ciliate	Ciliate
Alveolate;Ciliate;Prostomatea;Prorodontida;Colepidae;	Ciliate	Ciliate
Alveolate;Ciliate;Prostomatea;Prorodontida;Colepidae;Tiarina;	Ciliate	Ciliate
Alveolate;Ciliate;Prostomatea;Prorodontida;Colepidae;Tiarina;Tiarina fusus;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidiidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidiidae;Strombidium;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidiidae;Strombidium;Strombidium inclinatum;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidiidae;Strombidium;Strombidium rassoulzadegani;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidinopsidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis acuminatum;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Choreotrichida;Strombidinopsidae;Strombidinopsis;Strombidinopsis sp;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;Euplotidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;Euplotidae;Euplotes;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes crassus;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes focardii;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes harpa;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Protocruziida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Protocruziida;Protocruziidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Protocruziida;Protocruziidae;Protocruzia;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Protocruziida;Protocruziidae;Protocruzia;Protocruzia adherens;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;Oxytrichidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;Oxytrichidae;Oxytricha;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;Oxytrichidae;Oxytricha;Oxytricha trifallax;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;Oxytrichidae;Stylonychia;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Sporadotrichida;Oxytrichidae;Stylonychia;Stylonychia lemnae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Tintinnida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Tintinnida;Ptychocylididae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Tintinnida;Ptychocylididae;Favella;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Tintinnida;Ptychocylididae;Favella;Favella ehrenbergii;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Tintinnida;Ptychocylididae;Favella;Favella taraikaensis;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Urostylida;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Urostylida;Pseudokeronopsidae;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Urostylida;Pseudokeronopsidae;Pseudokeronopsis;	Ciliate	Ciliate
Alveolate;Ciliate;Spirotrichea;Urostylida;Pseudokeronopsidae;Pseudokeronopsis;Pseudokeronopsis sp.;	Ciliate	Ciliate
Alveolate;Dinoflagellate;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Dinophysiales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Dinophysiales;Dinophysiaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;Dinophysis acuminata;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Ceratiaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Ceratiaceae;Ceratium;Ceratium fusus;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium andersonii;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium catenella;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium fundyense;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium margalefi;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium minutum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium monilatum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium tamarense;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Gambierdiscus;Gambierdiscus australes;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Pyrodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Goniodomataceae;Pyrodinium;Pyrodinium bahamense;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Gonyaulacaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax spinifera;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Lingulodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Lingulodinium;Lingulodinium polyedra;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Protoceratiaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Protoceratiaceae;Protoceratium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gonyaulacales;Protoceratiaceae;Protoceratium;Protoceratium reticulatum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Akashiwo;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;Amphidinium carterae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Amphidinium;Amphidinium massartii;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;Gymnodinium catenatum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Togula;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Togula;Togula jolla;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Kareniaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia;Karenia brevis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Gymnodiniales;Kareniaceae;Karlodinium;Karlodinium micrum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Noctilucales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Noctilucales;Noctilucaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Noctilucales;Noctilucaceae;Noctiluca;Noctiluca scintillans;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Amphidomataceans;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Amphidomataceans;Azadinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Amphidomataceans;Azadinium;Azadinium spinosum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Crypthecodiniaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Crypthecodiniaceae;Crypthecodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Crypthecodiniaceae;Crypthecodinium;Crypthecodinium cohnii;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Heterocapsaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa arctica;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa rotundata;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Heterocapsaceae;Heterocapsa;Heterocapsa triquestra;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Incertae sedis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Incertae sedis;Brandtodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Incertae sedis;Brandtodinium;Brandtodinium nutriculum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Incertae sedis;Glenodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Incertae sedis;Glenodinium;Glenodinium foliaceum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Kryptoperidiniaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia baltica;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Kryptoperidinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Kryptoperidinium;Kryptoperidinium foliaceum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Peridiniaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;Peridinium aciculiferum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Podolampadaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Podolampadaceae;Lessardia;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Podolampadaceae;Lessardia;Lessardia elongata;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella hangoei-like;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella Hangoei;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella trochoidea;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Peridiniales;Thoracosphaeraceae;Thoracosphaera;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Prorocentrales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Prorocentrales;Prorocentrales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Prorocentrales;Prorocentrales;Prorocentrum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Prorocentrales;Prorocentrales;Prorocentrum;Prorocentrum micans;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Prorocentrales;Prorocentrales;Prorocentrum;Prorocentrum minimum;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Pelagodinium;Pelagodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Polarella;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella glacialis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Symbiodinium;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Symbiodinium;Symbiodinium kawagutii;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Dinophyceae;Suessiales;Suessiaceae;Symbiodinium;Symbiodinium sp.;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Oxyrrhids;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Oxyrrhids;Oxyrrhinales;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Oxyrrhids;Oxyrrhinales;Incertae sedis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Oxyrrhids;Oxyrrhinales;Incertae sedis;Oxyrrhis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Oxyrrhids;Oxyrrhinales;Incertae sedis;Oxyrrhis;Oxyrrhis marina;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Perkinsids;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Perkinsids;Incertae sedis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Perkinsids;Incertae sedis;Incertae sedis;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Perkinsids;Incertae sedis;Incertae sedis;Perkinsus;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Perkinsids;Incertae sedis;Incertae sedis;Perkinsus;Perkinsus marinus;	Dinoflagellate	Dinoflagellate
Alveolate;Dinoflagellate;Syndinians;	Syndiniales	Syndiniales
Alveolate;Dinoflagellate;Syndinians;Syndiniaceae;	Syndiniales	Syndiniales
Alveolate;Dinoflagellate;Syndinians;Syndiniaceae;Amoebophryaceae;	Syndiniales	Syndiniales
Alveolate;Dinoflagellate;Syndinians;Syndiniaceae;Amoebophryaceae;Amoebophrya;	Syndiniales	Syndiniales
Alveolate;Dinoflagellate;Syndinians;Syndiniaceae;Amoebophryaceae;Amoebophrya;Amoebophrya sp.;	Syndiniales	Syndiniales
Amoebozoa;	Other	Other
Amoebozoa;Discosea;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Neoparamoeba;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Neoparamoeba;Neoparamoeba aestuarina;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Paramoeba;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Paramoeba;Paramoeba atlantica;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Pessonella;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Trichosphaerium;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Trichosphaerium;Trichosphaerium sp;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Vannella;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Vannella;Vannella sp.;	Discosea	Other
Amoebozoa;Discosea;Flabellinia;Incertae sedis;Incertae sedis;Vexillifera;	Discosea	Other
Amoebozoa;Discosea;Incertae sedis;	Discosea	Other
Amoebozoa;Discosea;Incertae sedis;Incertae sedis;	Discosea	Other
Amoebozoa;Discosea;Incertae sedis;Incertae sedis;Incertae sedis;	Discosea	Other
Amoebozoa;Discosea;Incertae sedis;Incertae sedis;Incertae sedis;Stereomyxa;	Discosea	Other
Amoebozoa;Discosea;Longamoebia;	Discosea	Other
Amoebozoa;Discosea;Longamoebia;Incertae sedis;	Discosea	Other
